ID,Label,Category,Place,"Lat., Long.",PubType,Affiliation,Gender
"Dimkovska, Lidija","Dimkovska, Lidija",Author,,,,,
"Dimoula, Kiki","Dimoula, Kiki",Author,,,,,
"Dinh, Linh","Dinh, Linh",Author,,,,,
"Divani, Lena","Divani, Lena",Author,,,,,
"Divis, Ivan","Divis, Ivan",Author,,,,,
"Dizdar, Mak","Dizdar, Mak",Author,,,,,
"Djian, Philippe","Djian, Philippe",Author,,,,,
"Do, Nguyen","Do, Nguyen",Author,,,,,
"Doderer, Heimito von","Doderer, Heimito von",Author,,,,,
"Dok-su, Mun","Dok-su, Mun",Author,,,,,
"Dones, Elvira","Dones, Elvira",Author,,,,,
"Dong, Han","Dong, Han",Author,,,,,
"Donoso, Jose","Donoso, Jose",Author,,,,,
"Doppelt, Suzanne","Doppelt, Suzanne",Author,,,,,
"Dor, Moshe","Dor, Moshe",Author,,,,,
"Doroshevich, Vlas","Doroshevich, Vlas",Author,,,,,
"Dorst, Tankred","Dorst, Tankred",Author,,,,,
"dos Santos, Joses Rodrigues","dos Santos, Joses Rodrigues",Author,,,,,
"Douaihy, Jabbour","Douaihy, Jabbour",Author,,,,,
"Dovlatov, Sergei","Dovlatov, Sergei",Author,,,,,
"Dowlatabadi, Mahmoud","Dowlatabadi, Mahmoud",Author,,,,,
"Dragnic, Natasa","Dragnic, Natasa",Author,,,,,
"Dragojlovic, Dragan","Dragojlovic, Dragan",Author,,,,,
"Dragoman, Gyorgy","Dragoman, Gyorgy",Author,,,,,
"Dragomoshchenko, Arkadii","Dragomoshchenko, Arkadii",Author,,,,,
"Drakulic, Slavenka","Drakulic, Slavenka",Author,,,,,
"Dreyer, Tom","Dreyer, Tom",Author,,,,,
"Drndic, Dasa","Drndic, Dasa",Author,,,,,
"Drummond, Roberto","Drummond, Roberto",Author,,,,,
"Druzhnikov, Yuri","Druzhnikov, Yuri",Author,,,,,
"Drvenkar, Zoran","Drvenkar, Zoran",Author,,,,,
"du Bucheron, Bernard","du Bucheron, Bernard",Author,,,,,
"du Guillet, Pernette","du Guillet, Pernette",Author,,,,,
"Dubois, Caroline","Dubois, Caroline",Author,,,,,
"Ducharme, Rejean","Ducharme, Rejean",Author,,,,,
"Dugain, Marc","Dugain, Marc",Author,,,,,
"DuMont, Alfred Neven","DuMont, Alfred Neven",Author,,,,,
"Dung, Kai-Cheung","Dung, Kai-Cheung",Author,,,,,
"Dunker, Kristina","Dunker, Kristina",Author,,,,,
"Duo, Duo","Duo, Duo",Author,,,,,
"Dupin, Jacques","Dupin, Jacques",Author,,,,,
"Duras, Marguerite","Duras, Marguerite",Author,,,,,
"Durrenmatt, Friedrich","Durrenmatt, Friedrich",Author,,,,,
"Duteurtre, Benoit","Duteurtre, Benoit",Author,,,,,
"Duvert, Tony","Duvert, Tony",Author,,,,,
"Dykman, Aminadav","Dykman, Aminadav",Author,,,,,
"Eberhardt, Isabelle","Eberhardt, Isabelle",Author,,,,,
"Echenoz, Jean","Echenoz, Jean",Author,,,,,
"Eco, Umberto","Eco, Umberto",Author,,,,,
"Edde, Dominique","Edde, Dominique",Author,,,,,
"Eddie, Christine","Eddie, Christine",Author,,,,,
"Edwardson, Ake","Edwardson, Ake",Author,,,,,
"Efoui, Kossi","Efoui, Kossi",Author,,,,,
"Egeland, Tom","Egeland, Tom",Author,,,,,
"Ehin, Kristiina","Ehin, Kristiina",Author,,,,,
"Ehrlich, David","Ehrlich, David",Author,,,,,
"Eichner, Hans","Eichner, Hans",Author,,,,,
"Ejima, Shu","Ejima, Shu",Author,,,,,
"Ekman, Kerstin","Ekman, Kerstin",Author,,,,,
"Ekuni, Kaori","Ekuni, Kaori",Author,,,,,
"El Badry, Hala","El Badry, Hala",Author,,,,,
"El Kamhawi, Ezzat","El Kamhawi, Ezzat",Author,,,,,
"El-Bisatie, Mohamed","El-Bisatie, Mohamed",Author,,,,,
"el-Gazzar, Hamdy","el-Gazzar, Hamdy",Author,,,,,
"El-Hachmi, Najat","El-Hachmi, Najat",Author,,,,,
"Elfyn, Menna","Elfyn, Menna",Author,,,,,
"Elkann, Alain","Elkann, Alain",Author,,,,,
"Elmiger, Dorothee","Elmiger, Dorothee",Author,,,,,
"Elorriaga, Unai","Elorriaga, Unai",Author,,,,,
"Eltayeb, Tarek","Eltayeb, Tarek",Author,,,,,
"Eltit, Diamela","Eltit, Diamela",Author,,,,,
"Emmanuel, Francois","Emmanuel, Francois",Author,,,,,
"Emond, Paul","Emond, Paul",Author,,,,,
"Enard, Mathias","Enard, Mathias",Author,,,,,
"Enger, Thomas","Enger, Thomas",Author,,,,,
"Engonopoulos, Nikos","Engonopoulos, Nikos",Author,,,,,
"Enia, Davide","Enia, Davide",Author,,,,,
"Enjoe, Toh","Enjoe, Toh",Author,,,,,
"Enquist, Anna","Enquist, Anna",Author,,,,,
"Enrigue, Alvaro","Enrigue, Alvaro",Author,,,,,
"Enzensberger, Hans Magnus","Enzensberger, Hans Magnus",Author,,,,,
"Epstein, Alex","Epstein, Alex",Author,,,,,
"Eray, Nazli","Eray, Nazli",Author,,,,,
"Eriksson, Kjell","Eriksson, Kjell",Author,,,,,
"Ernaux, Annie","Ernaux, Annie",Author,,,,,
"Erozcelik, Seyhan","Erozcelik, Seyhan",Author,,,,,
"Erpenbeck, Jenny","Erpenbeck, Jenny",Author,,,,,
"Eschbach, Andreas","Eschbach, Andreas",Author,,,,,
"Espedal, Tomas","Espedal, Tomas",Author,,,,,
"Espmark, Kjell","Espmark, Kjell",Author,,,,,
"Espriu, Salvador","Espriu, Salvador",Author,,,,,
"Esterhazy, Peter","Esterhazy, Peter",Author,,,,,
"Etcheverry, Jorge","Etcheverry, Jorge",Author,,,,,
"Etienne, Marie","Etienne, Marie",Author,,,,,
"Etwebi, Ashur","Etwebi, Ashur",Author,,,,,
"Fabre, Dominique","Fabre, Dominique",Author,,,,,
"Fagerholm, Monika","Fagerholm, Monika",Author,,,,,
"Falcon, Linda","Falcon, Linda",Author,,,,,
"Faletti, Giorgio","Faletti, Giorgio",Author,,,,,
"Fallada, Hans","Fallada, Hans",Author,,,,,
"Fan, Huang","Fan, Huang",Author,,,,,
"Fanailova, Elena","Fanailova, Elena",Author,,,,,
"Fantato, Gabriela","Fantato, Gabriela",Author,,,,,
"Farah, Cristina Ali","Farah, Cristina Ali",Author,,,,,
"Fargues, Nicolas","Fargues, Nicolas",Author,,,,,
"Farokhzad, Forough","Farokhzad, Forough",Author,,,,,
"Farooqi, Mehr Afshan","Farooqi, Mehr Afshan",Author,,,,,
"Farres, Ernest","Farres, Ernest",Author,,,,,
"Fastrup, Karen","Fastrup, Karen",Author,,,,,
"Fein, Richard","Fein, Richard",Author,,,,,
"Feinmann, Jose Pablo","Feinmann, Jose Pablo",Author,,,,,
"Feiyu, Bi","Feiyu, Bi",Author,,,,,
"Feldman, Jennie","Feldman, Jennie",Author,,,,,
"Fenollera, Natalia Sanmartin","Fenollera, Natalia Sanmartin",Author,,,,,
"Feraoun, Mouloud","Feraoun, Mouloud",Author,,,,,
"Ferey, Caryl","Ferey, Caryl",Author,,,,,
"Fernandez-Pintado, Mylene","Fernandez-Pintado, Mylene",Author,,,,,
"Fernandez, Macedonio","Fernandez, Macedonio",Author,,,,,
"Fernandez, Ramon","Fernandez, Ramon",Author,,,,,
"Ferrante, Elena","Ferrante, Elena",Author,,,,,
"Ferrara, Guillermo","Ferrara, Guillermo",Author,,,,,
"Ferri, Linda","Ferri, Linda",Author,,,,,
"Ferry, Jean","Ferry, Jean",Author,,,,,
"Figueras, Marcelo","Figueras, Marcelo",Author,,,,,
"Filloy, Juan","Filloy, Juan",Author,,,,,
"Fingueret, Manuela","Fingueret, Manuela",Author,,,,,
"Fioretos, Aris","Fioretos, Aris",Author,,,,,
"Fischerova, Sylva","Fischerova, Sylva",Author,,,,,
"Fitzek, Sebastian","Fitzek, Sebastian",Author,,,,,
"Flasar, Milena Michiko","Flasar, Milena Michiko",Author,,,,,
"Fleischhauer, Wolfram","Fleischhauer, Wolfram",Author,,,,,
"Flora, Ioan","Flora, Ioan",Author,,,,,
"Flores, Marco Antonio","Flores, Marco Antonio",Author,,,,,
"Flores, Ronald","Flores, Ronald",Author,,,,,
"Florian, Filip","Florian, Filip",Author,,,,,
"Foenkinos, David","Foenkinos, David",Author,,,,,
"Fogtdal, Peter","Fogtdal, Peter",Author,,,,,
"Fonclare, Guillaume de","Fonclare, Guillaume de",Author,,,,,
"Fonseca, Rubem","Fonseca, Rubem",Author,,,,,
"Fontaine, Arturo","Fontaine, Arturo",Author,,,,,
"Fontaine, Naomi","Fontaine, Naomi",Author,,,,,
"Forest, Philippe","Forest, Philippe",Author,,,,,
"Forte, Frederic","Forte, Frederic",Author,,,,,
"Fortes, Corsino","Fortes, Corsino",Author,,,,,
"Fortes, Susana","Fortes, Susana",Author,,,,,
"Fosse, Jon","Fosse, Jon",Author,,,,,
"Fossum, Karin","Fossum, Karin",Author,,,,,
"Fourcade, Dominique","Fourcade, Dominique",Author,,,,,
"Fournier, Martin","Fournier, Martin",Author,,,,,
"Fox, Katia","Fox, Katia",Author,,,,,
"Fraile, Medardo","Fraile, Medardo",Author,,,,,
"Franck, Julia","Franck, Julia",Author,,,,,
"Frank, Niels","Frank, Niels",Author,,,,,
"Frank, Rina","Frank, Rina",Author,,,,,
"Franketienne, ","Franketienne, ",Author,,,,,
"Franz, Carlos","Franz, Carlos",Author,,,,,
"Fratus, Tiziano","Fratus, Tiziano",Author,,,,,
"Frei, Max","Frei, Max",Author,,,,,
"Freire, Espido","Freire, Espido",Author,,,,,
"Freitag, Gunther","Freitag, Gunther",Author,,,,,
"Fremon, Jean","Fremon, Jean",Author,,,,,
"Frimansson, Inger","Frimansson, Inger",Author,,,,,
"Frisch, Max","Frisch, Max",Author,,,,,
"Fruelund, Simon","Fruelund, Simon",Author,,,,,
"Fu, Du","Fu, Du",Author,,,,,
"Fu, Lo","Fu, Lo",Author,,,,,
"Fuentes, Carlos","Fuentes, Carlos",Author,,,,,
"Fuentes, Norberto","Fuentes, Norberto",Author,,,,,
"Fuhmann, Franz","Fuhmann, Franz",Author,,,,,
"Fujisaki, Shingo","Fujisaki, Shingo",Author,,,,,
"Fukunaga, Takehiko","Fukunaga, Takehiko",Author,,,,,
"Fulton, Bruce","Fulton, Bruce",Author,,,,,
"Furui, Yoshikichi","Furui, Yoshikichi",Author,,,,,
"Furukawa, Hideo","Furukawa, Hideo",Author,,,,,
"Gaarder, Jostein","Gaarder, Jostein",Author,,,,,
"Gable, Rebecca","Gable, Rebecca",Author,,,,,
"Gafla, Ofir Touche","Gafla, Ofir Touche",Author,,,,,
"Gagnon, Madeleine","Gagnon, Madeleine",Author,,,,,
"Gakas, Sergios","Gakas, Sergios",Author,,,,,
"Galan, Juan Eslava","Galan, Juan Eslava",Author,,,,,
"Galeano, Eduardo","Galeano, Eduardo",Author,,,,,
"Galidi, Rodaan Al","Galidi, Rodaan Al",Author,,,,,
"Galina, Maria","Galina, Maria",Author,,,,,
"Gamboa, Santiago","Gamboa, Santiago",Author,,,,,
"Gamerro, Carlos","Gamerro, Carlos",Author,,,,,
"Gamoneda, Antonio","Gamoneda, Antonio",Author,,,,,
"Gander, Forrest","Gander, Forrest",Author,,,,,
"Gang, Wang","Gang, Wang",Author,,,,,
"Gaponenko, Marjana","Gaponenko, Marjana",Author,,,,,
"Garborg, Arne","Garborg, Arne",Author,,,,,
"Garcia, Tristan","Garcia, Tristan",Author,,,,,
"Garnier, Pascal","Garnier, Pascal",Author,,,,,
"Garrido, Antonio","Garrido, Antonio",Author,,,,,
"Garron, Isabelle","Garron, Isabelle",Author,,,,,
"Gary, Romain","Gary, Romain",Author,,,,,
"Gatore, Gilbert","Gatore, Gilbert",Author,,,,,
"Gautier, Theophile","Gautier, Theophile",Author,,,,,
"Gavalda, Anna","Gavalda, Anna",Author,,,,,
"Gavarry, Gerard","Gavarry, Gerard",Author,,,,,
"Gavelis, Ricardas","Gavelis, Ricardas",Author,,,,,
"Gavron, Assaf","Gavron, Assaf",Author,,,,,
"Gazan, Sissel-Jo","Gazan, Sissel-Jo",Author,,,,,
"Gazdanov, Gaito","Gazdanov, Gaito",Author,,,,,
"Geda, Fabio","Geda, Fabio",Author,,,,,
"Geeraerts, Jef","Geeraerts, Jef",Author,,,,,
"Gelasimov, Andrei","Gelasimov, Andrei",Author,,,,,
"Gelman, Juan","Gelman, Juan",Author,,,,,
"Genovesi, Fabio","Genovesi, Fabio",Author,,,,,
"Georget, Philippe","Georget, Philippe",Author,,,,,
"Georget, Phillippe","Georget, Phillippe",Author,,,,,
"Germain, Sylvie","Germain, Sylvie",Author,,,,,
"Gersao, Teolinda","Gersao, Teolinda",Author,,,,,
"Gestern, Helene","Gestern, Helene",Author,,,,,
"Ghadeer, Moneera al","Ghadeer, Moneera al",Author,,,,,
"Ghaffarzadegan, Davud","Ghaffarzadegan, Davud",Author,,,,,
"Ghitani, Gamal Al","Ghitani, Gamal Al",Author,,,,,
"Giaordano, Paolo","Giaordano, Paolo",Author,,,,,
"Gier, Kerstin","Gier, Kerstin",Author,,,,,
"Gille, Elisabeth","Gille, Elisabeth",Author,,,,,
"Gimenez-Bartlett, Alicia","Gimenez-Bartlett, Alicia",Author,,,,,
"Giorgio, Marosa di","Giorgio, Marosa di",Author,,,,,
"Girondo, Oliverio","Girondo, Oliverio",Author,,,,,
"Giuttari, Michele","Giuttari, Michele",Author,,,,,
"Glattauer, Daniel","Glattauer, Daniel",Author,,,,,
"Glauser, Friedrich","Glauser, Friedrich",Author,,,,,
"Glavinic, Thomas","Glavinic, Thomas",Author,,,,,
"Gleichmann, Gabi","Gleichmann, Gabi",Author,,,,,
"Glissant, Edouard","Glissant, Edouard",Author,,,,,
"Glukhovsky, Dmitry","Glukhovsky, Dmitry",Author,,,,,
"Golayyel, Hamdi Abu","Golayyel, Hamdi Abu",Author,,,,,
"Goldberg, Leah","Goldberg, Leah",Author,,,,,
"Goldschmidt, Saskia","Goldschmidt, Saskia",Author,,,,,
"Goll, Yvan","Goll, Yvan",Author,,,,,
"Golynko, Dmitry","Golynko, Dmitry",Author,,,,,
"Gomez-Jurado, Juan","Gomez-Jurado, Juan",Author,,,,,
"Gonzales-Berry, Erlinda","Gonzales-Berry, Erlinda",Author,,,,,
"Gonzalez Iglesias, Juan Antonio","Gonzalez Iglesias, Juan Antonio",Author,,,,,
"Gonzalez-Gerth, Miguel","Gonzalez-Gerth, Miguel",Author,,,,,
"Goosen, Jeanne","Goosen, Jeanne",Author,,,,,
"Gopegui, Belen","Gopegui, Belen",Author,,,,,
"Gorodischer, Angelica","Gorodischer, Angelica",Author,,,,,
"Goto, Meisei","Goto, Meisei",Author,,,,,
"Govrin, Michal","Govrin, Michal",Author,,,,,
"Goytisolo, Juan","Goytisolo, Juan",Author,,,,,
"Gramich, Johannes","Gramich, Johannes",Author,,,,,
"Grannec, Yannick","Grannec, Yannick",Author,,,,,
"Granotier, Sylvie","Granotier, Sylvie",Author,,,,,
"Grass, Gunter","Grass, Gunter",Author,,,,,
"Grebe, Camilla","Grebe, Camilla",Author,,,,,
"Gremillon, Helene","Gremillon, Helene",Author,,,,,
"Grimbert, Philippe","Grimbert, Philippe",Author,,,,,
"Grimbert, Pierre","Grimbert, Pierre",Author,,,,,
"Griswold, Eliza","Griswold, Eliza",Author,,,,,
"Grjasnowa, Olga","Grjasnowa, Olga",Author,,,,,
"Grossi, Pietro","Grossi, Pietro",Author,,,,,
"Grossman, David","Grossman, David",Author,,,,,
"Gruber, Sabine","Gruber, Sabine",Author,,,,,
"Gruda, Joanna","Gruda, Joanna",Author,,,,,
"Grunberg, Arnon","Grunberg, Arnon",Author,,,,,
"Guene, Faiza","Guene, Faiza",Author,,,,,
"Guerra, Lucia","Guerra, Lucia",Author,,,,,
"Guerra, Wendy","Guerra, Wendy",Author,,,,,
"Guillevic, Eugene","Guillevic, Eugene",Author,,,,,
"Guilllou, Jan","Guilllou, Jan",Author,,,,,
"Guillou, Jan","Guillou, Jan",Author,,,,,
"Gunnarsson, Olafur","Gunnarsson, Olafur",Author,,,,,
"Gursel, Nedim","Gursel, Nedim",Author,,,,,
"Gustafsson, Lars","Gustafsson, Lars",Author,,,,,
"Gutfreund, Amir","Gutfreund, Amir",Author,,,,,
"Gutorow, Jacek","Gutorow, Jacek",Author,,,,,
"Haas, Wolf","Haas, Wolf",Author,,,,,
"Haasse, Hella","Haasse, Hella",Author,,,,,
"Hacikyan, Agop","Hacikyan, Agop",Author,,,,,
"Hacker, Katharina","Hacker, Katharina",Author,,,,,
"Hackl, Erich","Hackl, Erich",Author,,,,,
"Haddad, Joumana","Haddad, Joumana",Author,,,,,
"Haddad, Qassim","Haddad, Qassim",Author,,,,,
"Hagena, Katharina","Hagena, Katharina",Author,,,,,
"Haghenbeck, F.G.","Haghenbeck, F.G.",Author,,,,,
"Hagiwara, Sakutaro","Hagiwara, Sakutaro",Author,,,,,
"Hahn, Oscar","Hahn, Oscar",Author,,,,,
"Hai, Xiao","Hai, Xiao",Author,,,,,
"Hailji, ","Hailji, ",Author,,,,,
"Hailu, Gebreyesus","Hailu, Gebreyesus",Author,,,,,
"Hajicek, Jiri","Hajicek, Jiri",Author,,,,,
"Hakl, Emil","Hakl, Emil",Author,,,,,
"Halberstadt, Michele","Halberstadt, Michele",Author,,,,,
"Halfon, Eduardo","Halfon, Eduardo",Author,,,,,
"Hallberg, Ulf Peter","Hallberg, Ulf Peter",Author,,,,,
"Halter, Marek","Halter, Marek",Author,,,,,
"Halter, Paul","Halter, Paul",Author,,,,,
"Hamdani, Salah Al","Hamdani, Salah Al",Author,,,,,
"Hamdouchi, Abdelilah","Hamdouchi, Abdelilah",Author,,,,,
"Hameed, Yasmin","Hameed, Yasmin",Author,,,,,
"Hammer, Lotte","Hammer, Lotte",Author,,,,,
"Hammesfahr, Petra","Hammesfahr, Petra",Author,,,,,
"Handke, Peter","Handke, Peter",Author,,,,,
"Hansen, Thore","Hansen, Thore",Author,,,,,
"Hareven, Gail","Hareven, Gail",Author,,,,,
"Harez, Siba al","Harez, Siba al",Author,,,,,
"Harkianakis, Stylianos","Harkianakis, Stylianos",Author,,,,,
"Harris, Tomas","Harris, Tomas",Author,,,,,
"Harstad, Johan","Harstad, Johan",Author,,,,,
"Hartwig, Julia","Hartwig, Julia",Author,,,,,
"Hartwig, Mela","Hartwig, Mela",Author,,,,,
"Hasek, Jaroslav","Hasek, Jaroslav",Author,,,,,
"Hatoum, Milton","Hatoum, Milton",Author,,,,,
"Hauge, Olav H.","Hauge, Olav H.",Author,,,,,
"Haugen, Paal-Helge","Haugen, Paal-Helge",Author,,,,,
"Havilio, Iosi","Havilio, Iosi",Author,,,,,
"Hayashi, Jyouji","Hayashi, Jyouji",Author,,,,,
"Hedaya, Yael","Hedaya, Yael",Author,,,,,
"Heighway, Elizabeth","Heighway, Elizabeth",Author,,,,,
"Heikkinen, Tytti","Heikkinen, Tytti",Author,,,,,
"Hein, Christoph","Hein, Christoph",Author,,,,,
"Heinesen, William","Heinesen, William",Author,,,,,
"Heitz, Markus","Heitz, Markus",Author,,,,,
"Heivoll, Gaute","Heivoll, Gaute",Author,,,,,
"Heker, Liliana","Heker, Liliana",Author,,,,,
"Heldt, Dora","Heldt, Dora",Author,,,,,
"Hemmi, Yo","Hemmi, Yo",Author,,,,,
"Hemon, Aleksandar","Hemon, Aleksandar",Author,,,,,
"Henguchi, Yoshinori","Henguchi, Yoshinori",Author,,,,,
"Herbert, W. N.","Herbert, W. N.",Author,,,,,
"Heredia, Jose Maria","Heredia, Jose Maria",Author,,,,,
"Hermans, Danielle","Hermans, Danielle",Author,,,,,
"Hermans, Willem Frederik","Hermans, Willem Frederik",Author,,,,,
"Hermanson, Maire","Hermanson, Maire",Author,,,,,
"Hernandez, Jorge","Hernandez, Jorge",Author,,,,,
"Hernandez, Miguel","Hernandez, Miguel",Author,,,,,
"Hesthamar, Kari","Hesthamar, Kari",Author,,,,,
"Higashino, Keigo","Higashino, Keigo",Author,,,,,
"Hikmet, Nazim","Hikmet, Nazim",Author,,,,,
"Hill, Antonio","Hill, Antonio",Author,,,,,
"Hilst, Hilda","Hilst, Hilda",Author,,,,,
"Himmich, Bensalem","Himmich, Bensalem",Author,,,,,
"Hino, Keizo","Hino, Keizo",Author,,,,,
"Hinojosa, Jose Maria","Hinojosa, Jose Maria",Author,,,,,
"Hinton, David","Hinton, David",Author,,,,,
"Hiraide, Takashi","Hiraide, Takashi",Author,,,,,
"Hirata, Andrea","Hirata, Andrea",Author,,,,,
"Hiroshi, Yamamoto","Hiroshi, Yamamoto",Author,,,,,
"Hirvonen, Elina","Hirvonen, Elina",Author,,,,,
"Hlasko, Marek","Hlasko, Marek",Author,,,,,
"Hocquard, Emmanuel","Hocquard, Emmanuel",Author,,,,,
"Hoeg, Peter","Hoeg, Peter",Author,,,,,
"Hoel, Sigurd","Hoel, Sigurd",Author,,,,,
"Hoffmann, Michael","Hoffmann, Michael",Author,,,,,
"Hoffmann, Yoel","Hoffmann, Yoel",Author,,,,,
"Hohl, Ludwig","Hohl, Ludwig",Author,,,,,
"Holmqvist, Ninni","Holmqvist, Ninni",Author,,,,,
"Holt, Anne","Holt, Anne",Author,,,,,
"Horem, Elisabeth","Horem, Elisabeth",Author,,,,,
"Hornby, Simonetta Agnello","Hornby, Simonetta Agnello",Author,,,,,
"Horst, Jorn Lier","Horst, Jorn Lier",Author,,,,,
"Horvath, Odon von","Horvath, Odon von",Author,,,,,
"Hosaka, Kazushi","Hosaka, Kazushi",Author,,,,,
"Hoshino, Tomoyuki","Hoshino, Tomoyuki",Author,,,,,
"Hotschnig, Alois","Hotschnig, Alois",Author,,,,,
"Houellebecq, Michel","Houellebecq, Michel",Author,,,,,
"Howald, Isabelle Baladine","Howald, Isabelle Baladine",Author,,,,,
"Hrabal, Bohumil","Hrabal, Bohumil",Author,,,,,
"Hu, Fayun","Hu, Fayun",Author,,,,,
"Hua, Bai","Hua, Bai",Author,,,,,
"Hua, Yu","Hua, Yu",Author,,,,,
"Huberath, Marek","Huberath, Marek",Author,,,,,
"Huelle, Pawel","Huelle, Pawel",Author,,,,,
"Huenun, Jaime Luis","Huenun, Jaime Luis",Author,,,,,
"Huerta, David","Huerta, David",Author,,,,,
"Hulova, Petra","Hulova, Petra",Author,,,,,
"Humaydan, Iman","Humaydan, Iman",Author,,,,,
"Huong, Duong Thu","Huong, Duong Thu",Author,,,,,
"Husain, Intizar","Husain, Intizar",Author,,,,,
"Husni, Ronak","Husni, Ronak",Author,,,,,
"Hussein, Hadiya","Hussein, Hadiya",Author,,,,,
"Huston, Nancy","Huston, Nancy",Author,,,,,
"Huttin, Genevieve","Huttin, Genevieve",Author,,,,,
"Hwang, Sok-yong","Hwang, Sok-yong",Author,,,,,
"Hwang, Sun-mi","Hwang, Sun-mi",Author,,,,,
"Hyder, Qurratulain","Hyder, Qurratulain",Author,,,,,
"Hyesim, ","Hyesim, ",Author,,,,,
"Hyesoon, Kim","Hyesoon, Kim",Author,,,,,
"Ibrahim, Sonallah","Ibrahim, Sonallah",Author,,,,,
"Idris, Yusuf","Idris, Yusuf",Author,,,,,
"Igov, Angel","Igov, Angel",Author,,,,,
"Ii, Naoyuki","Ii, Naoyuki",Author,,,,,
"Ikezawa, Natsuki","Ikezawa, Natsuki",Author,,,,,
"Ikonnikov, Alexander","Ikonnikov, Alexander",Author,,,,,
"In-Suk, Kim","In-Suk, Kim",Author,,,,,
"Indridason, Arnaldur","Indridason, Arnaldur",Author,,,,,
"Ingolfsson, Viktor Arnar","Ingolfsson, Viktor Arnar",Author,,,,,
"Inoue, Yahushi","Inoue, Yahushi",Author,,,,,
"Inoue, Yashushi","Inoue, Yashushi",Author,,,,,
"Iossel, Mikhail","Iossel, Mikhail",Author,,,,,
"Isaka, Kotaro","Isaka, Kotaro",Author,,,,,
"Ishikawa, Tomotake","Ishikawa, Tomotake",Author,,,,,
"Ismailov, Hamid","Ismailov, Hamid",Author,,,,,
"Istrati, Panait","Istrati, Panait",Author,,,,,
"Ito, Hiromi","Ito, Hiromi",Author,,,,,
"Itoh, Project","Itoh, Project",Author,,,,,
"Izner, Claude","Izner, Claude",Author,,,,,
"Izzo, Jean-Claude","Izzo, Jean-Claude",Author,,,,,
"Jaber, Rabee","Jaber, Rabee",Author,,,,,
"Jaccottet, Philippe","Jaccottet, Philippe",Author,,,,,
"Jacobsen, Jorgen-Frantz","Jacobsen, Jorgen-Frantz",Author,,,,,
"Jacobsen, Roy","Jacobsen, Roy",Author,,,,,
"Jacques, Paula","Jacques, Paula",Author,,,,,
"Jagerfeld, Jenny","Jagerfeld, Jenny",Author,,,,,
"Jakubowski, Maxim","Jakubowski, Maxim",Author,,,,,
"Jalloun, Tahar Ben","Jalloun, Tahar Ben",Author,,,,,
"Jamme, Franck Andre","Jamme, Franck Andre",Author,,,,,
"Jancar, Drago","Jancar, Drago",Author,,,,,
"Jang, Eun-jin","Jang, Eun-jin",Author,,,,,
"Jang, Jung-il","Jang, Jung-il",Author,,,,,
"Jansen op de Haar, Arnold","Jansen op de Haar, Arnold",Author,,,,,
"Jansma, Esther","Jansma, Esther",Author,,,,,
"Jansson, Anna","Jansson, Anna",Author,,,,,
"Jansson, Tove","Jansson, Tove",Author,,,,,
"Jantsan, Batireedui","Jantsan, Batireedui",Author,,,,,
"Japin, Arthur","Japin, Arthur",Author,,,,,
"Japp, Andrea","Japp, Andrea",Author,,,,,
"Jasienski, Bruno","Jasienski, Bruno",Author,,,,,
"Jaszberenyi, Sandor","Jaszberenyi, Sandor",Author,,,,,
"Jaumann, Bernhard","Jaumann, Bernhard",Author,,,,,
"Jebeleanu, Eugen","Jebeleanu, Eugen",Author,,,,,
"Jebreal, Rula","Jebreal, Rula",Author,,,,,
"Jelinek, Elfriede","Jelinek, Elfriede",Author,,,,,
"Jelloun, Tahar Ben","Jelloun, Tahar Ben",Author,,,,,
"Jensen, Carsten","Jensen, Carsten",Author,,,,,
"Jensen, Martin","Jensen, Martin",Author,,,,,
"Jergovic, Miljenko","Jergovic, Miljenko",Author,,,,,
"Jerusalmy, Raphael","Jerusalmy, Raphael",Author,,,,,
"Jeschke, Wolfgang","Jeschke, Wolfgang",Author,,,,,
"Ji-young, Gong","Ji-young, Gong",Author,,,,,
"Jia, Mai","Jia, Mai",Author,,,,,
"Jian, Ma","Jian, Ma",Author,,,,,
"Jian, Yu","Jian, Yu",Author,,,,,
"Jianghe, Ouyang","Jianghe, Ouyang",Author,,,,,
"Jianqun, Gao","Jianqun, Gao",Author,,,,,
"Jimenez, Blas","Jimenez, Blas",Author,,,,,
"Jimenez, Juan Ramon","Jimenez, Juan Ramon",Author,,,,,
"Jin, Ba","Jin, Ba",Author,,,,,
"Jo, Kyung-Ran","Jo, Kyung-Ran",Author,,,,,
"Joensuu, Matti","Joensuu, Matti",Author,,,,,
"Johnson-Davies, Denys","Johnson-Davies, Denys",Author,,,,,
"Joly, Eva","Joly, Eva",Author,,,,,
"Jonasson, Jonas","Jonasson, Jonas",Author,,,,,
"Jonke, Gert","Jonke, Gert",Author,,,,,
"Jonson, Johan","Jonson, Johan",Author,,,,,
"Jouet, Jacques","Jouet, Jacques",Author,,,,,
"Jourdan, Pierre-Albert","Jourdan, Pierre-Albert",Author,,,,,
"Jouvet, Michel","Jouvet, Michel",Author,,,,,
"Joven, Enrique","Joven, Enrique",Author,,,,,
"Juarroz, Roberto","Juarroz, Roberto",Author,,,,,
"Jun'ichiro, Tanizaki","Jun'ichiro, Tanizaki",Author,,,,,
"Jung, Mi-kyung","Jung, Mi-kyung",Author,,,,,
"Jung, Young-moon","Jung, Young-moon",Author,,,,,
